,Material,Dia,pp,TEMP,adm,Dem
5431,61388.0,2019-09-18,0.0,19.0,85.0,85.0
5853,61475.8,2020-02-06,,13.3,62.0,68.0
1078,61388.0,2019-08-27,0.0,19.5,151.0,83.0
6012,61441.2,2020-04-03,0.0,14.0,28.0,71.0
6015,61389.0,2020-04-27,0.6,13.9,28.0,71.0
3586,61432.0,2019-04-11,0.0,12.7,172.0,84.0
4467,61535.0,2020-03-27,0.0,12.3,82.0,74.0
4093,61438.0,2019-11-11,0.0,16.0,86.0,118.0
5333,61483.0,2019-09-06,0.0,24.9,85.0,85.0
2630,61533.0,2020-01-24,3.6,9.7,,101.0
5021,61631.0,2019-05-22,0.0,17.4,230.0,96.0
6177,61461.0,2019-02-25,0.0,15.2,87.0,64.0
3817,61548.0,2019-05-15,0.0,20.8,230.0,96.0
940,61437.0,2019-08-30,0.0,22.2,151.0,83.0
1080,61467.0,2019-08-27,0.0,19.5,151.0,83.0
187,61501.6,2019-06-28,0.0,19.7,144.0,85.0
1795,61437.0,2019-12-11,,12.0,36.0,89.0
4322,61418.0,2020-01-23,0.1,8.9,32.0,101.0
2085,61512.0,2019-09-12,0.0,24.7,85.0,85.0
2249,61457.0,2019-11-13,0.0,16.0,86.0,118.0
4063,61467.0,2019-11-07,,15.0,86.0,118.0
6139,61516.0,2020-05-05,0.0,18.0,79.0,36.0
2023,61534.0,2019-08-28,0.0,20.1,151.0,83.0
4340,61494.0,2020-01-27,2.7,13.4,32.0,101.0
1492,61512.0,2019-10-30,0.0,19.0,87.0,239.0
4810,61387.0,2019-02-04,0.0,9.3,87.0,64.0
4258,61438.4,2019-12-09,0.0,14.0,36.0,89.0
226,61440.0,2019-06-28,0.0,19.7,144.0,85.0
1013,61489.0,2019-05-31,0.0,25.1,230.0,96.0
2583,61442.0,2020-01-24,3.6,9.7,32.0,101.0
1929,61479.0,2019-08-26,0.0,20.4,151.0,83.0
5057,61488.0,2019-05-24,0.0,16.7,230.0,96.0
5628,61421.0,2020-01-29,0.0,13.7,32.0,101.0
1404,61516.0,2019-08-22,0.0,25.9,151.0,83.0
3931,61431.0,2019-08-29,0.0,21.0,151.0,83.0
2179,61534.0,2019-11-08,0.0,,86.0,118.0
697,61433.0,2020-01-30,5.1,13.4,,101.0
1124,61513.0,2019-03-20,,14.5,165.0,100.0
3282,61386.0,nan,0.0,12.7,87.0,64.0
1093,61390.0,2019-03-20,0.0,14.5,165.0,100.0
4301,61467.0,nan,0.0,16.0,36.0,89.0
1778,61460.0,2019-12-11,0.0,12.0,36.0,89.0
2634,61417.0,2020-01-24,3.6,9.7,32.0,
3091,61386.0,2019-01-23,0.1,12.0,55.0,
5340,61458.0,2019-09-06,0.0,24.9,85.0,85.0
4712,61389.0,2020-05-06,0.0,17.0,79.0,36.0
3489,61456.0,2019-03-11,0.0,15.0,165.0,100.0
1656,61433.0,2020-02-12,0.0,12.8,62.0,68.0
1037,61437.0,2019-08-27,0.0,19.5,151.0,83.0
6274,61492.0,2020-03-03,1.1,14.2,82.0,74.0
2256,61387.0,2019-11-13,0.0,16.0,86.0,118.0
4182,61468.0,2019-11-29,0.0,17.0,86.0,118.0
6203,61533.0,2019-02-25,0.0,15.2,87.0,
313,61511.0,2019-09-30,0.0,19.5,85.0,85.0
2649,61484.0,2020-01-28,0.8,14.0,32.0,101.0
2281,61423.0,2019-11-14,0.0,13.0,86.0,118.0
5878,61449.0,2020-02-07,0.0,13.4,62.0,68.0
4483,61513.0,2020-03-27,0.0,12.3,82.0,74.0
2547,61457.0,2020-01-15,0.1,14.8,32.0,101.0
1416,61512.0,2019-08-22,0.0,25.9,151.0,
1036,61433.0,2019-08-27,0.0,19.5,,83.0
2159,61405.0,2019-11-08,0.0,13.0,86.0,118.0
2984,61420.0,2020-03-25,0.0,14.6,82.0,74.0
3137,61453.0,nan,13.5,12.8,55.0,97.0
5213,61447.0,2019-06-18,1.4,17.3,144.0,85.0
1754,61467.0,2019-12-10,0.0,10.0,36.0,89.0
4457,61437.0,nan,0.0,12.3,82.0,74.0
5247,61478.0,2019-06-19,0.6,18.1,144.0,85.0
1428,61432.0,2019-05-17,0.0,13.9,230.0,96.0
3996,61535.0,2019-08-29,0.0,21.0,151.0,83.0
2520,61483.0,2019-12-18,0.0,16.0,36.0,89.0
3942,61530.0,2019-08-29,0.0,21.0,151.0,83.0
873,61484.0,2019-11-22,0.0,16.0,86.0,118.0
4629,61468.0,2020-04-28,0.0,14.4,28.0,71.0
4690,61451.0,2020-05-06,0.0,17.0,79.0,36.0
1506,61492.0,2019-10-30,0.0,19.0,87.0,239.0
5881,61512.0,2020-02-07,0.0,13.4,62.0,
1923,61440.0,2019-08-26,0.0,20.4,151.0,83.0
448,61436.0,2019-05-13,,25.8,230.0,96.0
5341,61387.0,2019-09-06,0.0,24.9,85.0,85.0
3940,61507.0,nan,0.0,21.0,151.0,83.0
6235,61482.0,2019-12-03,0.0,11.0,36.0,89.0
4002,61466.0,2019-10-01,,21.0,87.0,239.0
3655,61421.0,2019-05-08,6.0,,230.0,96.0
3727,61483.0,nan,0.2,16.2,230.0,96.0
3257,61436.2,2019-02-07,0.0,11.8,87.0,64.0
361,5381.0,2019-09-30,0.0,19.5,85.0,85.0
2183,61386.0,2019-11-08,0.0,13.0,86.0,118.0
1134,61437.0,2019-07-01,0.0,17.9,192.0,103.0
5748,61457.0,2020-03-24,0.0,15.0,82.0,74.0
3199,61459.0,2019-02-06,0.0,11.8,87.0,64.0
4997,61498.0,2019-05-22,0.0,17.4,230.0,96.0
3438,61462.8,2019-03-07,20.1,11.4,165.0,100.0
2155,61385.0,2019-11-08,0.0,13.0,86.0,118.0
1830,61387.0,2019-12-11,0.0,12.0,36.0,89.0
1053,42336.0,2019-08-27,0.0,19.5,151.0,83.0
2460,61535.0,2019-11-30,0.0,16.0,86.0,
22,61399.0,2019-03-29,0.0,15.2,165.0,100.0
2066,61431.0,2019-09-12,0.0,24.7,85.0,
1653,61515.0,2020-02-12,0.0,12.8,62.0,68.0
4034,61437.0,2019-11-05,0.0,16.0,86.0,118.0
4527,61452.0,2020-04-17,2.2,14.7,28.0,71.0
2743,61461.4,nan,0.0,11.9,62.0,68.0
1376,61448.0,2019-08-22,0.0,,151.0,83.0
5097,61490.0,2019-06-06,3.4,14.7,144.0,85.0
2468,61456.0,2019-12-05,0.0,13.0,36.0,89.0
3754,61500.0,2019-05-14,0.0,23.6,230.0,96.0
2325,61389.0,2019-11-26,0.0,17.0,86.0,118.0
460,61532.0,2019-05-13,0.0,25.8,230.0,96.0
1067,57651.2,2019-08-27,0.0,19.5,151.0,83.0
87,61494.0,2019-03-29,0.0,15.2,165.0,100.0
1430,61458.0,2019-05-17,0.0,13.9,230.0,96.0
1486,61407.0,2019-10-30,0.0,19.0,87.0,239.0
3678,61534.0,2019-05-08,6.0,14.6,230.0,
4615,61492.0,2020-04-28,0.0,14.4,28.0,71.0
282,61385.0,2019-09-30,0.0,19.5,85.0,85.0
2483,61458.0,2019-12-05,0.0,13.0,36.0,89.0
462,7494.0,2019-05-13,0.0,25.8,230.0,96.0
212,61599.0,2019-06-28,0.0,19.7,144.0,85.0
2588,61438.0,2020-01-24,3.6,9.7,32.0,101.0
3954,61500.0,2019-08-29,0.0,21.0,151.0,83.0
3537,61451.0,2019-03-18,0.0,13.0,165.0,100.0
2907,61406.0,2020-03-09,0.0,13.5,82.0,74.0
2581,61390.0,2020-01-24,3.6,9.7,32.0,101.0
1368,44354.0,2019-08-22,0.0,25.9,151.0,83.0
234,61418.0,2019-06-28,0.0,19.7,144.0,85.0
4195,61532.0,2019-11-29,0.0,17.0,86.0,118.0
597,61482.0,2019-11-12,0.0,14.0,86.0,118.0
5538,61489.0,2019-12-20,15.8,14.9,36.0,89.0
2250,61512.0,2019-11-13,0.0,16.0,,118.0
5094,61456.0,2019-06-06,3.4,14.7,144.0,85.0
2283,61433.0,nan,0.0,13.0,86.0,118.0
662,61419.0,2020-01-10,0.0,10.7,32.0,101.0
6229,61482.0,2019-04-02,0.0,13.9,172.0,84.0
2285,61465.0,2019-11-14,0.0,13.0,86.0,118.0
3431,61469.0,2019-03-07,20.1,11.4,,100.0
5914,61483.0,2020-03-04,0.0,,82.0,74.0
4516,61388.0,2020-03-30,5.3,11.1,82.0,74.0
6256,61467.0,2019-02-22,0.0,14.2,87.0,64.0
4059,61387.0,2019-11-07,0.0,,86.0,118.0
5725,61419.0,2020-03-16,0.0,10.9,82.0,74.0
3468,61533.0,2019-03-08,0.0,12.5,165.0,100.0
4689,61407.0,2020-05-06,0.0,17.0,79.0,36.0
3601,61533.0,2019-04-11,0.0,12.7,172.0,84.0
2990,61449.0,2020-03-25,0.0,,82.0,74.0
6269,61601.0,2019-12-23,0.2,12.0,,89.0
779,61450.0,2020-04-30,0.1,15.4,28.0,71.0
2544,61448.0,2020-01-15,0.1,14.8,32.0,101.0
5622,61490.0,2020-01-29,0.0,13.7,32.0,101.0
6165,61435.0,2019-02-18,1.1,,87.0,64.0
4685,61515.0,2020-04-29,1.5,14.5,28.0,71.0
4585,61468.0,2020-04-21,2.1,13.2,28.0,71.0
4520,61480.0,2020-04-17,2.2,14.7,28.0,71.0
5163,61505.0,2019-06-12,0.0,15.5,144.0,85.0
6063,61514.0,2020-05-04,0.0,19.0,79.0,
685,61483.0,2020-01-30,5.1,13.4,32.0,
4634,61388.0,2020-04-28,0.0,14.4,28.0,71.0
6230,61532.0,2019-04-02,0.0,13.9,172.0,84.0
3243,61519.0,2019-02-07,0.0,11.8,87.0,64.0
1748,61396.0,nan,0.0,10.0,36.0,89.0
2003,61442.0,2019-08-28,0.0,20.1,151.0,83.0
4848,61388.0,2019-03-15,0.0,15.4,,100.0
2837,61570.0,2020-02-28,0.0,12.6,62.0,68.0
3697,61460.0,2019-05-10,0.2,16.2,230.0,96.0
3032,61460.8,2020-05-11,0.0,16.0,79.0,36.0
2171,61456.0,2019-11-08,0.0,13.0,86.0,118.0
4118,61418.0,2019-11-11,0.0,16.0,86.0,118.0
1850,61431.0,2019-08-23,,26.0,,83.0
487,61458.0,2019-06-07,0.0,15.1,144.0,85.0
1688,61405.0,2020-01-31,7.3,14.4,32.0,101.0
2230,61502.0,2019-11-13,0.0,16.0,86.0,118.0
3473,61514.0,2019-03-08,0.0,12.5,165.0,100.0
4570,61532.0,2020-04-21,2.1,,28.0,71.0
2320,61457.0,2019-11-26,0.0,17.0,86.0,118.0
782,61483.0,2020-04-30,0.1,15.4,,71.0
521,61533.0,2019-06-07,0.0,15.1,144.0,85.0
522,61442.8,2019-06-07,0.0,15.1,144.0,85.0
4247,61433.0,2019-12-09,0.0,14.0,36.0,89.0
2939,61459.0,2020-03-09,0.0,13.5,82.0,74.0
5935,61480.0,2020-03-04,0.0,15.1,82.0,74.0
5048,61469.0,2019-05-22,0.0,17.4,,96.0
2398,61385.0,2019-11-27,0.0,15.0,86.0,118.0
2207,61514.0,nan,0.0,13.0,86.0,118.0
4722,61533.0,2020-05-06,0.0,,79.0,36.0
780,61459.6,2020-04-30,0.1,15.4,28.0,71.0
4900,61469.0,nan,0.0,14.7,,100.0
5294,61435.0,2019-06-21,0.0,17.3,144.0,85.0
1511,61433.0,2019-10-30,0.0,19.0,87.0,239.0
1882,61438.2,2019-08-23,0.0,26.0,151.0,83.0
651,61520.0,2020-01-10,0.0,10.7,32.0,101.0
4669,61535.0,2020-04-29,1.5,14.5,28.0,71.0
2196,61483.0,2019-11-08,0.0,13.0,86.0,118.0
1801,61421.0,2019-12-11,0.0,12.0,36.0,89.0
369,61465.0,2019-09-30,,19.5,85.0,85.0
5474,61483.0,2019-09-25,0.0,17.7,85.0,85.0
6239,61465.0,nan,0.0,11.0,36.0,
118,61434.0,nan,0.0,15.2,165.0,100.0
377,61466.0,2019-09-30,0.0,,85.0,85.0
216,61518.0,2019-06-28,0.0,19.7,144.0,85.0
2216,61389.0,2019-11-13,0.0,16.0,86.0,118.0
4765,61533.0,2020-05-18,0.0,21.0,79.0,36.0
1613,61519.0,2019-06-27,0.0,18.5,144.0,85.0
2883,61406.0,nan,0.0,12.6,,68.0
5020,61606.0,2019-05-22,0.0,17.4,230.0,96.0
5627,61403.0,2020-01-29,0.0,13.7,32.0,101.0
3632,61434.0,2019-04-18,1.5,,172.0,84.0
962,61389.0,nan,0.0,22.2,151.0,83.0
5645,61467.0,2020-01-29,0.0,13.7,32.0,101.0
2510,61385.0,2019-12-18,0.0,16.0,36.0,89.0
5887,61480.0,2020-02-07,,13.4,62.0,68.0
4771,61468.0,2020-05-18,0.0,21.0,79.0,36.0
4830,61490.0,2019-02-12,0.0,,87.0,
359,61389.0,2019-09-30,0.0,19.5,85.0,85.0
3839,61432.0,2019-05-15,0.0,20.8,230.0,96.0
4180,61515.0,2019-11-29,0.0,17.0,86.0,118.0
1246,61434.0,2019-10-31,0.0,20.0,87.0,239.0
3408,61533.0,2019-03-06,11.8,12.1,165.0,100.0
5007,61482.0,2019-05-22,0.0,17.4,230.0,96.0
2415,61527.0,nan,0.0,15.0,86.0,118.0
5834,61513.0,2019-10-29,0.0,19.0,87.0,
3694,61439.0,2019-05-10,0.2,16.2,230.0,96.0
5297,61515.0,2019-06-21,0.0,17.3,144.0,85.0
2185,61466.0,2019-11-08,0.0,13.0,86.0,118.0
4233,61390.0,2019-12-09,0.0,14.0,36.0,89.0
2567,61514.0,2020-01-15,0.1,14.8,32.0,101.0
3423,61423.0,2019-03-07,20.1,11.4,165.0,100.0
2037,61436.0,2019-08-28,0.0,20.1,151.0,83.0
5330,61465.0,2019-09-06,0.0,24.9,85.0,85.0
772,58078.8,2020-03-31,0.1,8.4,,74.0
1284,61407.0,2019-11-21,0.0,14.0,86.0,118.0
5767,61420.0,2020-03-24,0.0,15.0,,74.0
3562,61436.0,2019-04-11,0.0,12.7,172.0,84.0
5940,61466.0,nan,0.0,15.1,82.0,74.0
2587,61434.0,nan,3.6,9.7,32.0,101.0
5733,61417.0,2020-03-16,0.0,10.9,82.0,74.0
1414,53271.0,2019-08-22,0.0,25.9,151.0,83.0
1234,61436.0,2019-10-31,0.0,20.0,87.0,239.0
398,61494.0,2019-05-13,0.0,25.8,230.0,96.0
435,61406.0,2019-05-13,0.0,25.8,230.0,96.0
1674,61451.0,2020-01-31,7.3,,32.0,101.0
3299,61534.0,2019-02-15,0.0,12.7,87.0,64.0
365,61515.0,2019-09-30,0.0,19.5,85.0,85.0
4148,61450.0,nan,0.0,17.0,86.0,118.0
3994,61533.0,2019-08-29,0.0,21.0,151.0,83.0
231,5386.0,2019-06-28,0.0,19.7,144.0,85.0
5520,61404.0,2019-12-20,15.8,14.9,36.0,89.0
147,61532.0,2019-03-29,0.0,15.2,165.0,100.0
5507,61401.0,2019-12-20,15.8,14.9,36.0,89.0
3088,61459.0,2019-01-23,0.1,12.0,55.0,97.0
4943,61396.0,2019-04-17,5.2,13.1,172.0,84.0
3554,61451.0,2019-04-11,0.0,12.7,172.0,84.0
407,61469.0,2019-05-13,0.0,25.8,230.0,96.0
5793,61512.0,2019-03-14,0.0,13.4,165.0,100.0
3692,61535.0,2019-05-08,6.0,14.6,,96.0
3456,61438.0,2019-03-08,0.0,12.5,165.0,100.0
2090,61418.0,2019-11-06,0.0,16.0,86.0,118.0
86,61489.0,nan,0.0,15.2,165.0,100.0
3576,61396.0,2019-04-11,0.0,12.7,172.0,84.0
3271,61405.0,2019-02-15,0.0,12.7,87.0,64.0
844,61464.0,2020-05-14,0.0,14.0,79.0,36.0
1031,61394.0,2019-08-27,,19.5,151.0,83.0
5395,61535.0,2019-09-13,0.0,25.2,85.0,85.0
4525,61388.0,2020-04-17,2.2,14.7,28.0,71.0
4157,61438.0,2019-11-29,0.0,17.0,86.0,118.0
2987,61434.0,2020-03-25,0.0,14.6,82.0,74.0
4546,61407.0,2020-04-20,8.1,12.9,28.0,71.0
2628,61389.0,2020-01-24,3.6,9.7,32.0,101.0
4693,61460.0,2020-05-06,0.0,17.0,79.0,36.0
3244,61527.0,2019-02-07,0.0,11.8,87.0,64.0
855,53268.0,2019-01-04,0.1,9.0,55.0,97.0
3926,61388.0,2019-05-16,0.0,14.7,230.0,96.0
3003,61419.0,2020-03-25,0.0,14.6,82.0,74.0
78,61421.0,2019-03-29,0.0,15.2,,100.0
2992,61457.0,2020-03-25,0.0,14.6,82.0,74.0
2247,61514.0,2019-11-13,0.0,16.0,86.0,118.0
6148,61447.0,2019-02-18,1.1,10.5,87.0,64.0
6079,61467.0,2020-05-07,0.0,19.0,79.0,36.0
5770,61417.0,2020-03-24,0.0,15.0,82.0,74.0
758,61515.0,2020-03-31,0.1,8.4,82.0,74.0
5583,61387.0,2019-12-30,0.0,11.5,36.0,89.0
3355,61501.0,2019-02-28,0.0,12.6,87.0,64.0
788,61495.0,2020-04-30,0.1,15.4,28.0,71.0
2279,61405.0,2019-11-14,0.0,13.0,86.0,118.0
4056,61484.0,2019-11-07,0.0,15.0,86.0,118.0
4048,61513.0,2019-11-05,0.0,16.0,86.0,118.0
4440,61492.0,2020-03-27,0.0,12.3,82.0,74.0
5209,61467.0,2019-06-12,0.0,15.5,144.0,85.0
4991,61450.4,2019-04-30,0.0,15.5,172.0,
3631,61433.0,2019-04-18,1.5,13.5,172.0,84.0
4687,61514.0,2020-04-29,1.5,14.5,28.0,71.0
4112,61480.0,2019-11-11,0.0,16.0,86.0,118.0
2176,61447.0,2019-11-08,0.0,13.0,86.0,118.0
424,61421.0,nan,0.0,25.8,230.0,96.0
392,61448.0,2019-05-13,0.0,25.8,230.0,96.0
5469,61437.0,2019-09-25,,17.7,,85.0
5925,61457.0,2020-03-04,0.0,15.1,82.0,74.0
2239,61489.0,2019-11-13,0.0,16.0,86.0,118.0
104,61420.0,2019-03-29,0.0,,165.0,100.0
2672,61520.0,2020-01-28,0.8,14.0,32.0,101.0
5738,61533.0,2020-03-16,0.0,10.9,82.0,74.0
4013,61489.0,2019-11-05,0.0,16.0,86.0,118.0
2068,61468.0,2019-09-12,0.0,24.7,85.0,85.0
5008,61496.0,2019-05-22,0.0,17.4,230.0,96.0
3493,61447.0,2019-03-11,,15.0,165.0,100.0
1948,61457.0,2019-08-26,0.0,20.4,151.0,83.0
1459,61466.0,2019-05-17,0.0,13.9,230.0,96.0
4515,61419.0,2020-03-30,5.3,11.1,82.0,74.0
1768,61491.0,2019-12-11,0.0,12.0,36.0,89.0
3298,61458.0,2019-02-15,0.0,12.7,87.0,64.0
743,61385.0,2020-03-31,0.1,8.4,82.0,74.0
4144,61490.0,2019-11-29,0.0,17.0,86.0,118.0
3835,61437.0,2019-05-15,0.0,20.8,230.0,96.0
6004,61436.0,2020-04-03,0.0,14.0,28.0,71.0
1587,53274.0,2019-03-12,,13.0,165.0,100.0
5613,61434.0,2020-01-29,0.0,13.7,,101.0
1731,61476.0,2019-12-10,0.0,10.0,,89.0
5975,61490.0,2020-04-01,13.7,9.0,28.0,71.0
4319,61388.0,2020-01-23,0.1,8.9,32.0,101.0
4883,61447.0,2019-03-22,0.0,14.7,165.0,100.0
182,61598.0,2019-06-28,0.0,19.7,144.0,85.0
1791,61492.0,2019-12-11,0.0,12.0,36.0,89.0
2355,61396.0,2019-11-27,,15.0,86.0,118.0
1940,61456.0,2019-08-26,0.0,20.4,151.0,83.0
702,61145.0,2020-01-30,5.1,13.4,32.0,101.0
2442,61534.0,2019-11-30,0.0,16.0,86.0,118.0
5910,61532.0,2020-02-17,1.0,13.5,62.0,68.0
496,61456.0,2019-06-07,0.0,15.1,144.0,85.0
5449,61480.0,2019-09-25,0.0,17.7,85.0,85.0
464,61460.0,2019-06-04,1.8,16.8,144.0,85.0
163,61610.0,2019-06-28,0.0,19.7,144.0,85.0
5999,61388.0,2020-04-03,0.0,14.0,28.0,71.0
172,61464.0,2019-06-28,0.0,19.7,144.0,85.0
2020,61482.0,2019-08-28,0.0,20.1,151.0,83.0
6014,61420.0,2020-04-03,0.0,14.0,28.0,71.0
3764,61456.0,2019-05-14,0.0,23.6,230.0,96.0
5584,61436.0,2019-12-30,0.0,11.5,36.0,89.0
2540,61417.0,2019-12-18,0.0,16.0,36.0,89.0
6221,61441.8,2020-03-02,0.9,13.7,82.0,74.0
2009,61511.0,2019-08-28,0.0,20.1,151.0,83.0
2260,61456.6,2019-11-13,0.0,16.0,86.0,
3084,61407.0,nan,0.1,12.0,55.0,97.0
2112,61523.0,2019-11-06,0.0,16.0,86.0,118.0
900,61456.0,2019-08-30,0.0,22.2,151.0,83.0
1446,61465.0,2019-05-17,0.0,13.9,230.0,96.0
1911,61483.0,2019-08-26,0.0,20.4,151.0,83.0
3897,61489.0,2019-05-16,,14.7,230.0,96.0
3542,61516.0,2019-03-18,0.0,13.0,165.0,100.0
2697,61389.0,2020-01-28,0.8,14.0,32.0,101.0
4903,61512.0,2019-03-22,0.0,14.7,165.0,100.0
3662,61467.0,2019-05-08,6.0,,230.0,96.0
741,61528.0,2020-03-31,0.1,8.4,82.0,74.0
2293,61468.0,2019-11-14,0.0,13.0,86.0,118.0
2452,61457.0,2019-11-30,0.0,16.0,86.0,118.0
3802,61506.0,2019-05-15,0.0,20.8,230.0,96.0
4082,61440.0,2019-11-11,,16.0,86.0,118.0
5380,61532.0,2019-09-11,0.0,20.4,85.0,
1206,61388.0,2019-09-02,0.0,23.0,85.0,85.0
509,61467.0,2019-06-07,0.0,15.1,144.0,85.0
3716,61489.0,2019-05-10,0.2,,230.0,96.0
5204,61515.0,2019-06-12,0.0,15.5,144.0,85.0
4080,61405.0,2019-11-11,0.0,16.0,86.0,
1764,61447.0,2019-12-11,0.0,12.0,36.0,89.0
5682,61502.0,2020-02-19,,13.1,62.0,68.0
1549,61472.4,2019-06-26,0.5,18.1,144.0,85.0
3029,61436.0,nan,0.0,16.0,79.0,36.0
4726,61450.0,2020-05-13,0.0,14.0,79.0,36.0
2202,61515.0,2019-11-08,0.0,13.0,86.0,118.0
2566,61467.0,2020-01-15,0.1,14.8,32.0,101.0
4128,61467.0,2019-11-11,0.0,16.0,86.0,118.0
2044,61468.0,2019-08-28,0.0,20.1,151.0,83.0
767,61513.0,2020-03-31,0.1,8.4,82.0,74.0
6115,61449.0,2020-04-23,0.0,14.9,28.0,71.0
3774,61457.0,nan,0.0,23.6,230.0,96.0
3699,61473.0,2019-05-10,0.2,16.2,230.0,96.0
1508,61387.0,2019-10-30,0.0,19.0,87.0,239.0
3134,61419.0,2019-01-31,13.5,12.8,55.0,97.0
3761,61404.0,2019-05-14,0.0,23.6,230.0,96.0
6101,61483.0,2020-03-26,0.0,12.4,82.0,74.0
421,61491.0,2019-05-13,0.0,25.8,230.0,96.0
123,61535.0,2019-03-29,,15.2,165.0,
5212,61437.0,2019-06-18,1.4,17.3,144.0,85.0
4094,61439.0,2019-11-11,0.0,16.0,86.0,118.0
3292,61484.0,nan,0.0,12.7,87.0,64.0
819,61407.0,2020-04-30,0.1,15.4,28.0,
1403,61515.0,2019-08-22,0.0,25.9,151.0,83.0
1382,61476.0,2019-08-22,0.0,25.9,151.0,83.0
2148,61487.0,2019-11-08,0.0,,86.0,118.0
1638,61480.0,2020-02-12,0.0,12.8,62.0,68.0
6035,61467.4,2020-05-04,0.0,19.0,79.0,36.0
399,61501.0,2019-05-13,0.0,25.8,230.0,96.0
882,61489.0,2019-11-22,0.0,16.0,86.0,118.0
3565,61461.0,2019-04-11,0.0,12.7,172.0,84.0
1179,61483.0,2019-09-02,0.0,23.0,,85.0
4760,61418.0,2020-05-13,0.0,14.0,79.0,36.0
2130,61439.0,2019-11-06,0.0,16.0,86.0,118.0
456,61468.0,2019-05-13,0.0,25.8,230.0,96.0
1950,61534.0,2019-08-26,0.0,20.4,151.0,83.0
689,61534.0,2020-01-30,5.1,13.4,32.0,101.0
4952,61512.0,2019-04-17,5.2,13.1,172.0,84.0
1953,61448.0,2019-08-26,0.0,20.4,151.0,83.0
2710,61388.0,2020-01-28,0.8,14.0,,101.0
4647,61534.0,2020-04-29,1.5,14.5,28.0,71.0
1884,61438.2,2019-08-23,0.0,26.0,151.0,83.0
4713,61432.0,2020-05-06,,17.0,,36.0
2494,61467.0,2019-12-05,0.0,13.0,36.0,89.0
3036,61459.0,2020-05-11,0.0,16.0,79.0,36.0
3603,61532.0,2019-04-11,0.0,12.7,172.0,84.0
845,61466.0,2020-05-14,0.0,14.0,79.0,36.0
542,61446.0,2019-09-27,0.0,18.6,85.0,85.0
3724,61512.0,2019-05-10,0.2,16.2,230.0,96.0
3679,61388.0,2019-05-08,6.0,14.6,230.0,96.0
5129,61459.0,2019-06-11,0.0,16.0,144.0,85.0
4294,61457.0,2019-12-19,0.0,16.0,36.0,89.0
2964,61528.0,2020-03-09,0.0,13.5,82.0,74.0
2529,61480.0,2019-12-18,0.0,16.0,36.0,89.0
1048,61492.0,2019-08-27,0.0,19.5,151.0,83.0
1960,61466.0,2019-08-26,0.0,20.4,151.0,83.0
2530,61513.0,2019-12-18,0.0,16.0,36.0,89.0
4609,61437.0,2020-04-24,0.0,15.3,28.0,71.0
237,61630.0,2019-06-28,0.0,19.7,144.0,85.0
1133,61607.0,2019-07-01,0.0,17.9,192.0,103.0
5190,61464.0,2019-06-12,0.0,15.5,144.0,85.0
5303,61514.0,2019-06-24,1.2,17.9,144.0,85.0
4701,61422.0,2020-05-06,0.0,17.0,79.0,36.0
2978,61489.0,2020-03-25,0.0,14.6,82.0,74.0
4220,61395.0,2019-12-04,0.0,10.0,,89.0
3919,61467.0,2019-05-16,0.0,,230.0,96.0
3138,61457.0,2019-01-31,13.5,12.8,55.0,97.0
5593,61457.0,nan,0.8,12.2,32.0,101.0
4073,61484.0,2019-11-11,0.0,16.0,86.0,118.0
5384,61417.0,2019-09-11,0.0,20.4,85.0,85.0
3229,61532.0,2019-02-06,0.0,11.8,87.0,64.0
1826,61388.0,2019-12-11,0.0,12.0,36.0,89.0
593,61472.2,2019-11-12,0.0,14.0,86.0,118.0
2725,61531.0,nan,0.0,,62.0,68.0
4137,61503.0,2019-11-29,0.0,17.0,86.0,118.0
560,61457.0,2019-09-27,0.0,18.6,85.0,85.0
4909,61434.0,2019-03-22,0.0,14.7,165.0,
243,61459.0,2019-06-28,0.0,,144.0,85.0
4333,61404.0,2020-01-27,2.7,13.4,32.0,101.0
405,61439.0,2019-05-13,0.0,25.8,230.0,96.0
1442,61434.0,2019-05-17,0.0,13.9,230.0,96.0
261,61514.0,2019-06-28,0.0,,144.0,
5720,61532.0,2020-03-05,0.9,13.4,82.0,74.0
1689,61419.0,2020-01-31,7.3,14.4,,101.0
1725,61421.0,2019-12-10,0.0,10.0,,89.0
2496,61532.0,2019-12-05,0.0,13.0,36.0,89.0
4201,61387.0,2019-11-29,,17.0,86.0,118.0
340,61437.0,2019-09-30,0.0,,85.0,85.0
5483,61513.0,2019-09-25,0.0,17.7,85.0,85.0
1601,61513.0,2019-03-12,0.0,13.0,165.0,100.0
3725,61492.2,2019-05-10,0.2,16.2,230.0,96.0
6214,61533.0,2020-03-11,0.0,18.2,82.0,
2785,61460.0,2020-02-27,0.0,13.6,62.0,68.0
1523,61468.0,2019-10-30,0.0,19.0,87.0,239.0
4666,61459.0,2020-04-29,1.5,14.5,28.0,71.0
5565,61534.0,2019-12-30,0.0,11.5,36.0,
5815,61503.0,2019-10-29,0.0,,87.0,239.0
1766,61456.0,2019-12-11,0.0,12.0,36.0,89.0
4037,61514.0,2019-11-05,0.0,16.0,86.0,118.0
4953,61534.0,2019-04-17,5.2,13.1,172.0,84.0
5080,61419.0,2019-05-24,0.0,16.7,230.0,96.0
5866,61389.0,2020-02-06,0.0,13.3,,68.0
363,61467.0,2019-09-30,0.0,19.5,85.0,85.0
6207,61419.0,2020-03-11,0.0,18.2,82.0,74.0
