,white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row
25995,b,1,a,3,b,3
11542,c,3,e,8,f,4
17007,b,1,a,5,b,8
8009,d,4,b,6,h,5
9531,d,2,d,7,d,8
27897,a,1,h,2,d,5
18346,c,1,h,5,b,6
12510,d,3,c,5,g,8
11986,d,2,b,6,h,8
4995,d,3,g,3,g,1
9781,d,3,d,4,h,7
11750,d,1,d,4,f,2
20761,d,2,h,2,d,7
17165,b,1,d,6,b,4
8708,c,1,a,7,a,8
19776,d,1,e,6,a,5
1100,c,1,h,3,d,4
21285,b,1,a,1,c,4
3235,d,1,c,2,h,1
20816,d,2,h,6,e,4
4722,d,1,b,4,f,2
17963,c,1,b,8,h,7
21173,a,1,e,8,f,6
5266,b,2,g,1,h,7
15326,d,1,e,2,d,5
7032,c,2,c,1,e,1
20171,d,2,b,4,b,6
329,b,1,d,4,c,5
22835,c,1,b,1,a,3
22608,c,1,a,1,b,7
4522,b,1,g,2,e,1
21911,b,1,f,5,d,8
849,c,1,c,5,d,6
24171,d,1,a,2,f,5
27812,a,1,f,6,d,3
5607,c,3,d,4,g,1
26605,b,1,h,2,f,4
3148,c,3,b,2,b,1
1284,c,2,e,5,d,5
11616,c,3,h,1,h,5
8606,b,2,b,5,f,1
16537,d,3,g,4,f,6
27712,a,1,c,3,e,3
209,b,1,a,5,b,6
12714,d,3,e,8,g,4
3271,d,2,b,5,f,2
4717,d,1,b,2,b,8
10286,d,4,h,6,g,2
1004,c,1,f,5,a,4
24267,d,1,a,7,a,3
25847,a,1,e,7,c,5
10532,b,1,d,2,b,7
15247,d,1,d,3,c,4
17739,b,2,e,3,h,4
11471,c,3,d,3,g,8
11525,c,3,e,6,g,4
22987,c,1,c,3,d,8
6212,d,3,g,8,c,1
3542,d,1,g,4,g,1
17829,b,2,h,7,a,3
253,b,1,b,6,c,6
27921,a,1,h,6,f,4
9340,d,1,c,7,a,8
20653,d,2,g,4,g,8
6403,d,4,e,6,h,1
27382,d,1,b,7,f,6
7632,d,3,c,2,g,7
1728,d,1,c,5,c,6
26240,b,1,c,8,e,4
14677,c,2,g,6,d,7
11441,c,3,c,1,h,6
20755,d,2,h,2,h,5
14593,c,2,f,1,b,4
1971,d,1,h,5,h,6
26910,c,1,b,7,d,7
20717,d,2,h,1,c,7
16080,d,3,a,7,f,7
13055,d,4,e,1,f,4
21120,a,1,e,2,f,6
694,b,2,g,4,h,5
12047,d,2,d,4,g,7
27441,d,1,c,7,b,3
2284,d,2,h,1,g,2
3094,c,3,h,5,a,1
1677,d,1,b,4,b,5
2114,d,2,d,5,a,4
26457,b,1,f,8,b,6
26083,b,1,b,5,f,5
20278,d,2,c,2,g,4
24295,d,1,a,7,h,5
11292,c,2,f,4,g,6
5041,d,3,h,6,a,3
3563,d,1,h,7,b,1
18651,c,2,b,8,g,5
9954,d,3,f,4,b,7
19822,d,1,f,6,a,7
6312,d,4,b,8,h,2
12103,d,2,e,1,f,8
12004,d,2,c,4,h,5
17040,b,1,b,2,a,6
10383,a,1,f,3,f,1
6684,b,1,c,4,h,1
25004,d,1,g,6,f,2
8186,d,4,e,5,b,2
23158,c,1,e,2,c,6
18010,c,1,d,1,a,8
11631,c,3,h,5,g,3
24768,d,1,e,8,h,8
2484,d,3,e,7,h,6
13034,d,4,d,3,h,6
24559,d,1,c,4,h,6
18891,c,2,f,2,c,4
7205,c,2,h,4,h,2
5967,d,3,a,7,d,8
24101,c,3,g,3,f,3
17336,b,1,e,8,g,5
20141,d,2,b,2,g,7
24841,d,1,f,4,c,8
3409,d,3,h,2,b,1
9910,d,3,e,8,h,6
26222,b,1,c,7,e,4
7192,c,2,h,3,a,7
24321,d,1,a,8,a,4
1159,c,2,b,5,g,4
22225,b,2,a,6,f,5
14674,c,2,g,5,f,3
9024,c,2,g,3,a,5
15185,d,1,b,3,a,8
18194,c,1,e,8,h,5
7953,d,4,a,7,c,6
25444,d,2,f,8,g,6
8118,d,4,d,5,e,1
14120,c,1,g,8,g,1
18132,c,1,e,3,f,6
18486,c,2,a,7,f,6
17530,b,1,h,7,a,3
13948,c,1,d,6,a,8
12076,d,2,d,7,a,5
11179,c,2,d,7,c,7
25296,d,2,b,2,d,4
5914,d,2,g,6,g,1
16840,a,1,d,7,d,1
24029,c,2,g,8,e,3
5397,c,2,a,1,f,1
20774,d,2,h,3,a,3
19505,d,1,a,6,d,8
16480,d,3,g,1,f,5
3130,d,3,e,7,f,1
8015,d,4,b,7,h,3
6780,b,2,b,3,d,1
12123,d,2,e,2,g,7
6618,a,1,c,3,h,1
2627,d,3,h,7,g,6
10559,b,1,d,7,h,2
2239,d,2,g,3,f,3
544,b,1,h,2,f,1
9399,d,1,h,4,g,2
11219,c,2,e,4,e,8
13939,c,1,d,5,h,6
2389,d,3,b,6,d,6
4261,d,3,a,7,h,1
23718,c,2,b,3,c,4
15903,d,2,g,8,b,3
20629,d,2,g,3,f,8
10583,b,1,e,7,h,8
13579,b,2,a,5,g,3
18563,c,2,b,2,f,6
1054,c,1,g,4,a,5
21693,b,1,d,3,g,8
5591,c,3,b,4,h,1
24015,c,2,g,7,c,7
18021,c,1,d,3,b,7
4268,d,3,b,2,b,4
18143,c,1,e,4,g,4
19312,c,3,d,1,a,4
25413,d,2,f,3,e,5
21212,a,1,g,5,h,2
25181,d,1,h,6,e,5
27552,d,1,f,6,d,3
4535,b,2,h,2,f,1
10546,b,1,d,4,b,7
25879,a,1,f,5,f,3
12674,d,3,e,6,h,8
2397,d,3,b,7,c,7
4184,d,2,d,1,a,1
2576,d,3,g,5,d,5
2373,d,3,b,4,b,3
22460,b,2,e,7,h,4
27574,d,1,f,7,b,4
23198,c,1,e,5,d,5
25923,a,1,h,1,f,4
27745,a,1,c,7,h,4
14104,c,1,g,6,g,3
11236,c,2,e,5,b,6
2515,d,3,f,5,h,4
4262,d,3,a,8,e,1
21366,b,1,a,4,h,8
21471,b,1,b,2,c,8
16799,a,1,c,4,d,2
15150,d,1,a,5,a,4
5778,d,1,g,6,f,2
18838,c,2,e,5,b,4
3695,d,3,a,5,b,1
17094,b,1,c,4,d,2
22945,c,1,b,7,b,6
27313,c,2,f,3,e,5
11720,d,1,c,7,a,8
4503,b,1,b,2,a,3
5873,d,2,c,7,f,2
24940,d,1,g,3,c,5
19986,d,2,a,2,d,7
21850,b,1,e,8,h,1
1495,c,3,f,1,d,1
23184,c,1,e,5,a,6
13960,c,1,d,7,a,4
4091,d,2,a,3,a,1
22709,c,1,a,4,d,6
2888,c,3,e,8,d,1
17995,c,1,c,8,a,2
4928,d,3,e,4,e,1
17182,b,1,d,7,h,5
5206,b,1,b,5,a,3
25465,d,2,g,2,e,4
3319,d,2,f,4,a,1
3574,d,2,a,5,b,1
916,c,1,e,1,a,1
16911,a,1,f,6,d,1
25092,d,1,h,2,f,4
11136,c,2,d,1,a,4
9697,d,3,a,2,a,4
26660,b,1,h,7,c,5
6264,d,4,a,6,d,1
25258,d,2,a,2,d,4
12419,d,3,b,2,a,7
4019,d,1,b,8,a,1
15456,d,1,h,2,a,7
17158,b,1,d,5,b,6
19179,c,2,h,6,g,3
19451,c,3,h,8,f,6
6429,d,4,e,8,b,2
17744,b,2,e,4,a,6
21071,a,1,d,1,f,4
2750,d,4,g,6,f,6
22487,b,2,f,7,g,3
26777,b,2,g,3,f,5
22809,c,1,a,8,g,5
16450,d,3,f,7,b,5
20971,a,1,a,6,d,2
19428,c,3,h,4,b,4
598,b,2,e,2,d,1
4001,d,1,b,3,b,1
10097,d,4,b,1,g,3
18053,c,1,d,6,a,4
20638,d,2,g,4,c,6
20727,d,2,h,1,e,4
5672,c,3,g,3,e,1
6217,d,3,h,4,a,2
24771,d,1,e,8,a,5
17248,b,1,e,2,h,5
18267,c,1,g,5,a,5
15471,d,1,h,5,a,8
5080,d,4,c,7,g,1
15390,d,1,f,3,b,8
22701,c,1,a,4,a,6
20249,d,2,c,1,a,6
20305,d,2,c,3,f,6
11036,c,1,g,4,f,2
11936,d,2,a,5,a,8
1446,c,2,h,6,g,5
18684,c,2,c,3,a,5
24905,d,1,g,1,e,8
9611,d,2,f,3,h,6
15856,d,2,f,8,f,7
12128,d,2,e,2,b,4
22779,c,1,a,7,e,6
14379,c,2,d,4,e,7
7309,c,3,e,8,b,1
7034,c,2,c,3,a,4
27859,a,1,g,6,f,4
2837,c,2,c,4,a,3
19707,d,1,e,2,d,7
3218,d,3,f,2,b,1
11324,c,2,g,1,b,8
24910,d,1,g,1,a,4
21663,b,1,c,8,h,7
25612,a,1,b,5,d,1
4695,c,3,e,3,f,2
5241,b,2,a,3,b,2
11545,c,3,e,8,h,7
26305,b,1,d,6,g,3
9950,d,3,f,3,h,7
7338,c,3,g,5,d,1
19728,d,1,e,3,c,7
24298,d,1,a,8,g,3
6806,b,2,c,5,h,1
27360,d,1,b,6,a,4
25427,d,2,f,7,e,5
4482,d,4,g,7,g,2
10415,a,1,g,7,d,2
22484,b,2,f,7,g,2
25331,d,2,c,6,b,4
4483,d,4,g,8,e,2
27484,d,1,d,6,h,3
15225,d,1,d,2,a,2
9180,c,3,c,8,f,2
23860,c,2,d,3,e,4
19548,d,1,b,6,b,8
10524,b,1,d,1,a,7
25294,d,2,b,2,a,5
7234,c,3,a,7,c,1
17917,c,1,b,2,h,3
4608,c,2,b,2,a,8
16884,a,1,f,4,c,3
25282,d,2,a,8,d,4
25355,d,2,c,7,a,6
17430,b,1,f,8,h,7
9193,c,3,d,6,g,2
23298,c,1,f,5,b,6
19935,d,1,h,5,g,8
15120,d,1,a,1,e,7
12878,d,3,h,8,b,4
23287,c,1,f,4,c,5
25119,d,1,h,3,a,5
1074,c,1,g,7,f,6
20910,d,3,f,6,h,6
13817,c,1,a,3,h,7
19588,d,1,c,8,h,6
777,c,1,a,7,a,8
17920,c,1,b,3,a,6
20436,d,2,e,6,a,3
9386,d,1,g,4,c,3
9553,d,2,e,4,b,6
26705,b,2,c,2,a,3
21333,b,1,a,2,g,3
18582,c,2,b,3,f,7
12598,d,3,d,8,h,4
6083,d,3,c,8,f,2
22236,b,2,a,7,g,5
11446,c,3,c,5,a,3
18702,c,2,c,4,f,4
13113,d,4,h,1,f,4
5890,d,2,d,7,f,2
9379,d,1,f,6,h,8
18295,c,1,g,8,a,4
9187,c,3,d,5,g,2
10474,b,1,b,6,g,2
9156,c,3,c,5,b,4
6005,d,3,b,6,f,2
565,b,1,h,6,a,7
5899,d,2,e,6,g,2
21561,b,1,b,8,b,7
13873,c,1,c,2,g,7
840,c,1,c,4,d,4
3888,d,4,g,4,h,1
9834,d,3,e,2,e,8
7641,d,3,c,3,a,3
21757,b,1,e,2,h,2
2666,d,4,d,2,c,2
18327,c,1,h,5,b,5
26115,b,1,b,7,f,6
12334,d,3,a,2,h,4
9341,d,1,c,8,a,5
25648,a,1,c,1,c,3
4092,d,2,a,3,g,1
16158,d,3,b,3,a,4
12671,d,3,e,6,c,7
765,c,1,a,4,f,5
11343,c,2,g,5,g,2
19168,c,2,h,5,g,7
26553,b,1,g,7,d,7
21584,b,1,c,1,g,8
25718,a,1,d,3,f,4
4865,d,3,a,7,h,8
21571,b,1,c,1,c,7
2620,d,3,h,5,h,4
21088,a,1,d,4,h,5
6709,b,1,e,3,f,1
3026,c,3,d,5,b,1
17288,b,1,e,4,a,8
4102,d,2,a,5,h,1
17682,b,2,d,4,e,4
21226,a,1,g,8,d,2
15831,d,2,f,3,g,3
2022,d,2,b,1,b,2
23974,c,2,g,2,e,4
9385,d,1,g,4,a,8
2685,d,4,f,2,e,2
24731,d,1,e,5,c,4
71,a,1,e,5,f,5
1025,c,1,f,8,f,7
14714,c,2,h,2,c,5
12751,d,3,f,8,b,4
13908,c,1,d,2,a,8
1189,c,2,c,4,b,5
22585,b,2,h,6,f,3
11690,d,1,c,4,g,4
3499,d,1,d,8,a,1
17051,b,1,b,3,f,8
12791,d,3,g,7,b,7
2709,d,4,f,6,g,6
16464,d,3,g,1,b,4
4242,d,2,g,5,f,2
1359,c,2,f,7,e,8
12931,d,4,a,8,g,4
9840,d,3,e,2,h,6
14106,c,1,g,6,a,8
17263,b,1,e,3,g,6
1578,c,3,g,6,e,5
19580,d,1,c,6,b,8
1509,c,3,f,3,b,3
24469,d,1,b,8,b,3
18903,c,2,f,2,f,7
12780,d,3,g,6,a,8
4112,d,2,a,7,h,1
21108,a,1,e,1,d,1
13942,c,1,d,6,a,2
1845,d,1,f,2,g,2
12243,d,2,g,4,b,6
12399,d,3,a,8,c,8
7838,d,3,f,7,h,4
6963,c,1,d,6,h,2
13769,b,2,g,8,d,2
15700,d,2,d,6,h,4
12002,d,2,c,4,g,8
4332,d,3,d,8,f,2
23476,c,1,h,1,b,4
11678,d,1,c,2,a,3
18718,c,2,c,5,f,6
3614,d,2,e,2,a,1
2108,d,2,d,4,a,5
14409,c,2,d,6,e,7
19379,c,3,g,1,f,4
10778,b,2,f,6,g,1
7773,d,3,e,5,g,5
18538,c,2,b,1,d,8
23152,c,1,e,2,h,3
12888,d,3,h,8,e,3
5323,c,1,c,4,e,1
17096,b,1,c,4,f,3
11351,c,2,g,6,e,1
4183,d,2,d,1,a,1
18641,c,2,b,8,a,4
26052,b,1,b,3,c,5
26369,b,1,e,7,a,5
21867,b,1,f,1,e,7
636,b,2,f,2,e,3
8983,c,2,e,7,d,8
20357,d,2,c,8,a,6
4512,b,1,b,3,b,6
1193,c,2,c,5,e,4
45,a,1,e,2,h,1
24811,d,1,f,3,c,4
17360,b,1,f,3,h,3
26697,b,2,b,7,h,4
13866,c,1,b,7,h,2
6786,b,2,b,4,f,2
2963,c,2,e,1,g,1
9776,d,3,d,2,h,4
23229,c,1,e,7,g,5
4515,b,1,b,4,a,7
9581,d,2,f,1,h,2
14267,c,2,b,1,a,3
25789,a,1,e,3,c,3
1975,d,1,h,6,a,5
22721,c,1,a,4,c,4
20845,d,2,h,8,b,4
12603,d,3,e,1,b,4
11906,d,2,a,1,h,6
6889,c,1,a,6,f,1
22905,c,1,b,4,a,4
25481,d,2,g,7,b,6
17935,c,1,b,5,c,5
21581,b,1,c,1,f,5
14912,c,3,c,4,b,5
25015,d,1,g,7,c,3
432,b,1,f,2,h,1
5167,d,4,h,5,b,1
26509,b,1,g,4,h,5
1832,d,1,e,7,f,8
15930,d,2,h,4,d,8
23731,c,2,b,6,b,4
20571,d,2,g,1,a,8
10264,d,4,g,8,g,3
37,a,1,d,4,g,4
14574,c,2,e,8,a,3
18183,c,1,e,7,h,6
24869,d,1,f,6,a,5
18596,c,2,b,4,d,4
4593,c,2,a,3,g,1
713,b,2,g,7,f,6
559,b,1,h,5,h,4
13254,a,1,g,1,d,1
20828,d,2,h,7,c,7
2335,d,3,a,4,f,4
13091,d,4,g,1,g,6
4537,c,1,a,3,b,1
12612,d,3,e,1,e,7
23146,c,1,e,1,a,4
6131,d,3,d,7,g,8
7002,c,2,a,1,h,2
13092,d,4,g,1,g,7
22216,b,2,a,4,b,5
10437,a,1,h,8,d,1
25448,d,2,f,8,g,6
7432,d,1,h,5,f,1
13017,d,4,d,1,g,4
13879,c,1,c,4,h,8
3747,d,3,c,8,a,1
11600,c,3,g,6,e,1
1597,c,3,h,3,a,4
22046,b,1,g,8,a,5
26587,b,1,h,1,e,4
14641,c,2,f,7,b,6
25921,a,1,h,1,d,4
14080,c,1,f,6,h,6
9372,d,1,f,4,b,3
27456,d,1,c,7,d,7
17472,b,1,h,1,b,5
4302,d,3,c,4,b,2
3006,c,3,a,7,c,1
22889,c,1,b,3,g,7
13285,b,1,a,5,g,3
26816,b,2,h,6,d,3
17009,b,1,a,5,e,7
7523,d,2,f,5,a,3
5830,d,2,b,5,f,2
26707,b,2,c,2,b,5
19886,d,1,h,1,c,7
1559,c,3,g,4,f,4
13313,b,1,b,8,h,3
13528,b,1,h,2,g,4
16310,d,3,d,1,e,6
18026,c,1,d,3,g,8
21557,b,1,b,8,g,3
2107,d,2,d,4,a,5
25279,d,2,a,7,f,3
25261,d,2,a,2,h,3
11878,d,1,g,4,d,3
27703,a,1,c,2,f,4
10447,b,1,a,4,b,7
12561,d,3,d,4,b,5
15863,d,2,g,3,b,3
20723,d,2,h,1,e,5
13936,c,1,d,5,a,1
7939,d,4,a,6,h,1
16105,d,3,b,1,c,7
18266,c,1,g,4,g,7
13532,b,1,h,4,h,3
8027,d,4,b,8,g,7
27798,a,1,f,3,e,4
20672,d,2,g,6,d,6
17290,b,1,e,4,h,7
9228,c,3,f,1,h,5
11885,d,1,g,7,b,8
760,c,1,a,3,b,4
986,c,1,f,3,f,2
12614,d,3,e,1,f,4
21875,b,1,f,2,c,8
324,b,1,d,3,a,2
18405,c,2,a,2,b,6
24568,d,1,c,5,b,6
10245,d,4,g,1,g,3
16679,d,3,h,7,a,4
11735,d,1,d,3,g,7
13030,d,4,d,2,g,4
1785,d,1,d,7,a,6
4382,d,3,f,5,b,2
22468,b,2,f,1,f,2
9476,d,2,c,6,a,2
25542,a,1,a,6,f,6
12646,d,3,e,3,b,4
15321,d,1,e,2,e,8
15698,d,2,d,6,g,7
13425,b,1,e,7,h,2
18511,c,2,a,8,b,8
15012,c,3,e,2,g,7
15234,d,1,d,2,a,6
17254,b,1,e,3,a,5
7407,d,1,f,4,c,7
12544,d,3,d,1,h,8
7313,c,3,f,4,f,2
2648,d,4,c,1,c,2
2586,d,3,g,7,f,6
14328,c,2,c,1,e,7
11009,c,1,f,7,a,2
3182,d,1,d,2,a,1
11672,d,1,c,1,b,4
4803,d,2,f,5,f,1
4218,d,2,e,6,f,1
5692,c,3,g,8,h,5
26953,c,1,c,6,f,4
12779,d,3,g,6,e,7
9371,d,1,f,4,c,8
13591,b,2,a,8,a,3
7378,d,1,b,4,g,3
1754,d,1,d,3,c,4
25395,d,2,f,1,a,5
10538,b,1,d,3,a,7
5372,c,1,g,3,h,1
15545,d,2,a,5,a,7
20709,d,2,h,1,g,3
1613,c,3,h,6,f,5
5829,d,2,b,5,e,7
18915,c,2,f,3,c,7
25998,b,1,a,3,g,6
18899,c,2,f,2,a,6
2015,d,2,a,7,b,6
19742,d,1,e,4,c,8
26785,b,2,g,6,e,5
23368,c,1,g,2,b,6
5756,d,1,f,4,g,2
603,b,2,e,2,f,1
5329,c,1,c,4,h,2
23145,c,1,e,1,a,3
865,c,1,c,7,d,8
22110,b,1,h,4,e,7
16627,d,3,h,3,d,7
19714,d,1,e,2,f,5
18496,c,2,a,7,f,6
27992,b,1,d,6,a,6
16865,a,1,f,1,h,2
26896,c,1,b,7,h,3
11220,c,2,e,4,h,6
4830,d,2,g,4,g,8
19864,d,1,g,5,a,4
5344,c,1,d,5,a,1
25846,a,1,e,7,g,4
15316,d,1,e,2,b,4
22807,c,1,a,8,e,3
12797,d,3,h,1,c,8
17157,b,1,d,5,h,5
15455,d,1,h,2,a,6
22345,b,2,c,8,f,5
3873,d,4,a,2,h,1
179,a,1,h,4,g,3
25946,a,1,h,4,f,5
7436,d,2,a,4,a,7
26452,b,1,f,8,h,8
5958,d,3,a,5,h,2
14110,c,1,g,7,g,3
1800,d,1,e,3,f,4
25177,d,1,h,6,d,5
14648,c,2,g,1,e,3
15082,c,3,h,2,b,7
6038,d,3,c,3,a,8
8221,d,4,f,1,g,5
27027,c,1,d,2,f,5
13895,c,1,d,1,g,2
2801,c,1,a,8,a,1
21711,b,1,d,5,g,5
2922,c,1,f,1,a,1
24886,d,1,f,8,c,8
12856,d,3,h,5,a,8
23778,c,2,c,1,f,5
1245,c,2,d,7,c,7
21866,b,1,f,1,c,8
4053,d,1,d,4,h,2
5931,d,2,h,6,g,1
3239,d,1,d,3,a,1
108,a,1,f,5,g,5
21096,a,1,d,7,c,4
16150,d,3,b,3,g,6
20290,d,2,c,3,c,7
14728,c,2,h,4,h,7
19419,c,3,h,3,e,4
11319,c,2,f,8,d,8
19232,c,3,a,6,g,4
3534,d,1,f,8,a,1
4394,d,3,g,1,h,1
11330,c,2,g,2,b,8
14966,c,3,d,4,g,5
25859,a,1,e,8,f,4
17565,b,2,a,4,b,5
3567,d,2,a,3,a,1
18210,c,1,f,3,a,3
7433,d,1,h,5,f,1
22100,b,1,h,4,c,7
20284,d,2,c,2,h,5
11317,c,2,f,8,h,6
5494,c,2,c,5,b,8
25174,d,1,h,6,c,6
17357,b,1,f,2,g,2
4299,d,3,c,3,h,1
22241,b,2,a,8,f,3
5872,d,2,c,6,h,2
4838,d,2,g,8,a,2
7598,d,3,b,5,h,4
1789,d,1,d,7,b,8
25677,a,1,c,5,e,3
13739,b,2,f,6,a,7
13662,b,2,e,4,g,4
7195,c,2,h,4,e,8
20203,d,2,b,6,c,4
14746,c,2,h,5,a,8
7464,d,2,c,5,h,6
9230,c,3,f,1,h,7
23975,c,2,g,2,h,5
6330,d,4,c,6,c,2
10,a,1,c,3,d,2
10839,c,1,c,5,a,3
5868,d,2,c,5,h,3
8855,c,2,a,8,b,4
17810,b,2,h,5,d,3
25266,d,2,a,3,e,5
11457,c,3,d,1,e,2
24931,d,1,g,2,a,5
17164,b,1,d,6,b,3
21068,a,1,c,8,h,7
22537,b,2,g,7,g,3
15462,d,1,h,2,h,8
10585,b,1,e,8,h,4
19750,d,1,e,4,d,6
8515,b,1,f,4,e,8
1344,c,2,f,6,a,5
372,b,1,e,2,f,1
15806,d,2,e,7,b,3
909,c,1,d,7,b,8
14915,c,3,c,4,h,5
26081,b,1,b,5,a,3
16880,a,1,f,3,h,6
22184,b,1,h,8,h,6
22296,b,2,c,1,b,4
17690,b,2,d,4,g,5
16210,d,3,b,8,g,4
11662,d,1,b,7,b,8
18247,c,1,f,8,e,1
11415,c,3,a,8,h,4
1244,c,2,d,7,c,6
1195,c,2,c,5,a,6
2990,c,2,g,6,a,2
17807,b,2,h,3,h,8
15704,d,2,d,7,b,4
27103,c,1,f,1,a,3
256,b,1,b,7,a,7
16365,d,3,d,8,e,8
8205,d,4,e,7,h,2
26525,b,1,g,6,f,5
14769,c,2,h,8,e,7
19039,c,2,g,5,f,3
25337,d,2,c,6,f,5
26273,b,1,d,2,a,6
25669,a,1,c,4,h,4
17616,b,2,b,5,h,7
19904,d,1,h,3,h,5
4784,d,2,c,4,f,2
13663,b,2,e,4,h,5
7522,d,2,f,4,c,8
9304,d,1,b,4,g,3
15870,d,2,g,5,a,7
18274,c,1,g,5,a,7
21401,b,1,a,6,a,4
5912,d,2,g,5,a,7
25345,d,2,c,7,b,5
13886,c,1,d,1,b,5
22128,b,1,h,5,c,4
25767,a,1,d,8,g,3
16330,d,3,d,2,h,4
19329,c,3,d,3,f,4
22407,b,2,d,7,f,2
1379,c,2,g,3,f,3
7689,d,3,c,8,b,4
3688,d,3,a,3,b,1
22978,c,1,c,2,g,7
26685,b,1,h,8,e,6
15659,d,2,d,1,e,6
3790,d,3,e,6,c,1
8812,c,1,h,5,a,3
16182,d,3,b,6,g,5
652,b,2,f,4,e,5
27037,c,1,d,6,e,3
11665,d,1,c,1,a,3
18382,c,2,a,1,a,7
5328,c,1,c,4,e,1
7219,c,3,a,4,d,1
24897,d,1,g,1,c,3
11162,c,2,d,5,b,7
12,a,1,c,3,d,4
6152,d,3,e,6,a,5
11663,d,1,b,8,f,2
2810,c,2,a,7,a,2
2689,d,4,f,2,d,2
11161,c,2,d,5,e,6
13478,b,1,f,7,g,3
20793,d,2,h,4,c,7
12616,d,3,e,1,c,6
9858,d,3,e,4,h,6
22211,b,2,a,3,b,4
12363,d,3,a,5,c,5
25523,a,1,a,3,g,6
1506,c,3,f,2,g,2
4366,d,3,f,1,f,2
10588,b,1,f,1,a,7
14392,c,2,d,5,b,8
2130,d,2,d,7,h,6
1648,d,1,a,6,b,7
15928,d,2,h,3,c,8
17114,b,1,d,1,h,4
6766,b,2,a,3,d,1
23644,c,1,h,7,a,4
4144,d,2,b,5,b,1
8201,d,4,e,6,h,5
26566,b,1,g,8,d,5
14830,c,3,a,8,g,5
9937,d,3,f,2,h,4
13603,b,2,b,6,d,2
26348,b,1,e,5,b,3
12597,d,3,d,7,c,7
21920,b,1,f,7,f,5
14963,c,3,d,4,f,5
26170,b,1,c,3,d,5
26463,b,1,g,1,f,3
1543,c,3,g,2,f,2
12120,d,2,e,2,a,8
17540,b,1,h,8,b,7
24955,d,1,g,3,f,8
22672,c,1,a,3,b,5
14408,c,2,d,6,a,8
14893,c,3,b,8,b,6
32,a,1,d,3,f,3
7187,c,2,g,7,d,8
25488,d,2,g,7,f,5
22959,c,1,b,8,a,8
24591,d,1,c,8,c,3
12213,d,2,f,4,a,4
27336,d,1,b,2,d,6
17994,c,1,c,7,h,4
17323,b,1,e,7,h,6
17325,b,1,e,8,a,6
8749,c,1,c,7,b,3
745,b,2,h,6,e,5
4083,d,1,h,2,f,1
2877,c,3,a,3,b,1
27352,d,1,b,6,a,4
9933,d,3,f,2,e,5
23925,c,2,f,6,f,2
2651,d,4,c,1,d,2
24503,d,1,c,2,b,5
24381,d,1,b,3,d,6
18205,c,1,f,1,a,7
26149,b,1,c,1,e,4
25358,d,2,c,8,a,6
7146,c,2,f,3,c,7
957,c,1,e,7,b,7
2110,d,2,d,4,a,5
5108,d,4,e,8,h,1
22717,c,1,a,4,f,4
7631,d,3,c,2,b,6
27438,d,1,c,6,g,4
25513,a,1,a,3,e,4
26985,c,1,c,7,a,7
24054,c,2,h,3,c,5
21055,a,1,c,7,d,1
13535,b,1,h,4,h,3
10960,c,1,f,1,g,8
20736,d,2,h,2,a,3
8847,c,2,a,6,g,2
12911,d,4,a,3,b,5
25418,d,2,f,6,b,4
23440,c,1,g,6,g,3
26811,b,2,h,3,f,3
18824,c,2,e,1,a,5
17853,c,1,a,3,c,8
10391,a,1,g,3,g,2
4640,c,2,d,3,a,1
2399,d,3,b,8,a,7
7310,c,3,e,8,b,1
17276,b,1,e,4,b,5
24427,d,1,b,5,a,8
12000,d,2,c,3,d,8
14024,c,1,e,6,f,8
25269,d,2,a,3,f,5
9597,d,2,f,2,b,5
23282,c,1,f,3,f,8
2625,d,3,h,6,f,5
21935,b,1,g,1,a,7
11340,c,2,g,5,f,1
3346,d,2,g,8,g,1
15835,d,2,f,5,c,5
20697,d,2,g,8,d,7
8297,d,4,h,4,h,2
8959,c,2,d,8,a,5
16460,d,3,f,8,d,5
21743,b,1,e,1,d,4
6651,b,1,b,4,h,3
4947,d,3,e,7,f,1
20512,d,2,f,3,c,6
10452,b,1,a,5,a,3
16218,d,3,c,1,c,7
9967,d,3,f,8,a,4
18457,c,2,a,4,f,7
21347,b,1,a,3,g,5
93,a,1,f,3,g,3
17253,b,1,e,3,a,4
7171,c,2,g,2,h,5
6791,b,2,b,6,h,1
9139,c,3,b,7,g,2
27949,b,1,c,2,c,3
19298,c,3,c,6,a,6
23156,c,1,e,2,g,4
7844,d,3,g,1,a,8
16331,d,3,d,2,a,5
20321,d,2,c,4,e,7
1885,d,1,f,7,g,8
24563,d,1,c,5,c,7
12786,d,3,g,7,a,6
5773,d,1,g,4,g,1
18379,c,2,a,1,c,4
8190,d,4,e,5,h,6
19100,c,2,h,2,c,7
2,a,1,c,1,d,1
16091,d,3,a,8,e,6
2759,d,4,g,7,h,7
20311,d,2,c,3,a,7
18683,c,2,c,3,a,4
12222,d,2,f,6,d,5
9425,d,2,a,5,a,8
25820,a,1,e,6,h,1
7849,d,3,g,3,a,8
3175,c,3,g,3,g,1
21595,b,1,c,3,e,8
15669,d,2,d,3,f,7
16304,d,3,d,1,e,6
2465,d,3,e,5,d,5
23407,c,1,g,4,f,8
14274,c,2,b,3,b,5
25650,a,1,c,1,e,5
15612,d,2,b,7,h,7
19820,d,1,f,6,a,7
2511,d,3,f,4,g,4
15248,d,1,d,3,b,5
22501,b,2,g,1,f,5
18941,c,2,f,5,e,8
3621,d,2,e,5,f,2
